Name,Automatic placement performance (domain) report CSV
Type,Automatic placement (domain)
Frequency,One time
Date range,Last month
Dates,"May 1, 2015-May 31, 2015"
Account,Domain,Customer ID,Clicks,Impressions,Campaign,Special category
Physicians Rehabilitation,ihigh.com,544-411-0512,0,17,Remarketing, --
Physicians Rehabilitation,sheetmusicplus.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,news12.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,bobvila.com,544-411-0512,0,118,Remarketing, --
Physicians Rehabilitation,healthyfitguide.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,allnurses.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,troyrecord.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,chron.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,breitbart.com,544-411-0512,0,70,Remarketing, --
Physicians Rehabilitation,inquirer.net,544-411-0512,0,80,Remarketing, --
Physicians Rehabilitation,centurylink.net,544-411-0512,0,262,Remarketing, --
Physicians Rehabilitation,telegraph.co.uk,544-411-0512,0,50,Remarketing, --
Physicians Rehabilitation,cheatsheet.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,quizwow.com,544-411-0512,0,29,Remarketing, --
Physicians Rehabilitation,news-press.com,544-411-0512,0,109,Remarketing, --
Physicians Rehabilitation,egokick.com,544-411-0512,0,57,Knee Remarketing, --
Physicians Rehabilitation,thehealthsite.com,544-411-0512,0,15,Knee Remarketing, --
Physicians Rehabilitation,rxlist.com,544-411-0512,0,23,Remarketing, --
Physicians Rehabilitation,snopes.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,2findlocal.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,blogspot.com,544-411-0512,0,16,Remarketing, --
Physicians Rehabilitation,webmd.com,544-411-0512,2,234,Remarketing, --
Physicians Rehabilitation,realhomeideas.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,thoughtcatalog.com,544-411-0512,1,13,Knee Remarketing, --
Physicians Rehabilitation,contracostatimes.com,544-411-0512,1,4,Knee Remarketing, --
Physicians Rehabilitation,irishtimes.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,lakewinnipesaukee.info,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,stylebistro.com,544-411-0512,0,57,Remarketing, --
Physicians Rehabilitation,oola.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,rabbittvgo.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,floridasportsman.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,dailykos.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,thenarcissisticlife.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,mk.co.kr,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,sears.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,yp.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,allviral-posts.net,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,mhvillage.com,544-411-0512,0,16,Remarketing, --
Physicians Rehabilitation,flightaware.com,544-411-0512,0,57,Remarketing, --
Physicians Rehabilitation,parentsociety.com,544-411-0512,0,17,Remarketing, --
Physicians Rehabilitation,equinenow.com,544-411-0512,1,160,Remarketing, --
Physicians Rehabilitation,thekrazycouponlady.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,myfirstclasslife.com,544-411-0512,0,24,Remarketing, --
Physicians Rehabilitation,wikihow.com,544-411-0512,2,13,Knee Remarketing, --
Physicians Rehabilitation,newsner.com,544-411-0512,0,8,Knee Remarketing, --
Physicians Rehabilitation,stamfordadvocate.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,litlovers.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,dclk-default-ref.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,takepart.com,544-411-0512,1,9,Knee Remarketing, --
Physicians Rehabilitation,wunderground.com,544-411-0512,1,6,Remarketing, --
Physicians Rehabilitation,mobileapp::2-tunein.player,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,flyfishingnetwork.org,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,corporationwiki.com,544-411-0512,1,3,Remarketing, --
Physicians Rehabilitation,cityleases.com,544-411-0512,1,13,Remarketing, --
Physicians Rehabilitation,scrippsmedia.com,544-411-0512,1,63,Remarketing, --
Physicians Rehabilitation,usatoday.com,544-411-0512,0,26,Remarketing, --
Physicians Rehabilitation,hairfinder.com,544-411-0512,0,42,Remarketing, --
Physicians Rehabilitation,whoateallthepies.tv,544-411-0512,1,10,Knee Remarketing, --
Physicians Rehabilitation,sfglobe.com,544-411-0512,4,8,Knee Remarketing, --
Physicians Rehabilitation,farrahgray.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,equinenow.com,544-411-0512,0,14,Knee Remarketing, --
Physicians Rehabilitation,nowbuzzing.com,544-411-0512,0,20,Remarketing, --
Physicians Rehabilitation,lambgoat.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,wcvb.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,pophitz.com,544-411-0512,0,14,Remarketing, --
Physicians Rehabilitation,youngcons.com,544-411-0512,1,58,Knee Remarketing, --
Physicians Rehabilitation,rebelcircus.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,jerusalemonline.com,544-411-0512,2,4,Knee Remarketing, --
Physicians Rehabilitation,odometer.com,544-411-0512,2,43,Knee Remarketing, --
Physicians Rehabilitation,twentytwowords.com,544-411-0512,0,8,Knee Remarketing, --
Physicians Rehabilitation,organicauthority.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,lonny.com,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,awesome-fun.com,544-411-0512,0,20,Remarketing, --
Physicians Rehabilitation,mediaite.com,544-411-0512,0,8,Knee Remarketing, --
Physicians Rehabilitation,accelerated-ideas.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,wakeup-world.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,thechronicleherald.ca,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,doityourself.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,captainquizz.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,findagrave.com,544-411-0512,0,41,Remarketing, --
Physicians Rehabilitation,barnesandnoble.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,dicios.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,intervalworld.com,544-411-0512,0,10,Remarketing, --
Physicians Rehabilitation,examiner.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,nasdaq.com,544-411-0512,0,30,Remarketing, --
Physicians Rehabilitation,foreverceleb.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,baseball-reference.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,bostonglobe.com,544-411-0512,3,5,Knee Remarketing, --
Physicians Rehabilitation,realclearpolitics.com,544-411-0512,0,40,Knee Remarketing, --
Physicians Rehabilitation,homes.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,someecards.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,zillow.com,544-411-0512,1,7,Remarketing, --
Physicians Rehabilitation,cbssports.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,festivals-and-shows.com,544-411-0512,0,13,Remarketing, --
Physicians Rehabilitation,jailexchange.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,backyardchickens.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,passitdown.tv,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,inkfreenews.com,544-411-0512,0,26,Remarketing, --
Physicians Rehabilitation,manta.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,komando.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,lollipop.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,wmur.com,544-411-0512,1,34,Remarketing, --
Physicians Rehabilitation,intellicast.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,dose.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,oola.com,544-411-0512,2,10,Knee Remarketing, --
Physicians Rehabilitation,dmv.org,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,petfinder.com,544-411-0512,0,37,Remarketing, --
Physicians Rehabilitation,chef-menus.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,ford-trucks.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,winknews.com,544-411-0512,3,26,Knee Remarketing, --
Physicians Rehabilitation,bossip.com,544-411-0512,0,10,Knee Remarketing, --
Physicians Rehabilitation,bhg.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,buzzlie.com,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,usmagazine.com,544-411-0512,2,7,Knee Remarketing, --
Physicians Rehabilitation,hoursguide.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,everydaymaven.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,mobileapp::1-904887257,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,theblaze.com,544-411-0512,0,146,Remarketing, --
Physicians Rehabilitation,cnet.com,544-411-0512,0,24,Remarketing, --
Physicians Rehabilitation,sophisticatedallure.com,544-411-0512,1,15,Remarketing, --
Physicians Rehabilitation,dummies.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,nationalinterest.org,544-411-0512,2,5,Knee Remarketing, --
Physicians Rehabilitation,ikwiz.com,544-411-0512,0,8,Knee Remarketing, --
Physicians Rehabilitation,hibbingmn.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,thewebtrovert.com,544-411-0512,1,9,Knee Remarketing, --
Physicians Rehabilitation,boston.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,answers.com,544-411-0512,2,511,Remarketing, --
Physicians Rehabilitation,top10homeremedies.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,rt.com,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,gardeningknowhow.com,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,aplus.com,544-411-0512,1,4,Knee Remarketing, --
Physicians Rehabilitation,nzherald.co.nz,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,appunwrapper.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,buenosairesherald.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,untd.com,544-411-0512,0,10,Remarketing, --
Physicians Rehabilitation,mapsofworld.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,cityvoter.com,544-411-0512,0,13,Remarketing, --
Physicians Rehabilitation,forbes.com,544-411-0512,1,71,Remarketing, --
Physicians Rehabilitation,bidnessetc.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,dailycamera.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,theonion.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,philly.com,544-411-0512,0,10,Knee Remarketing, --
Physicians Rehabilitation,the36thavenue.com,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,ifyouonlynews.com,544-411-0512,2,4,Knee Remarketing, --
Physicians Rehabilitation,returnofkings.com,544-411-0512,0,26,Remarketing, --
Physicians Rehabilitation,ehow.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,neulion.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,metrolyrics.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,newzvids.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,angrybirdsnest.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,marnispencerdevlin.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,happylifestylejournal.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,cincygasprices.com,544-411-0512,1,6,Remarketing, --
Physicians Rehabilitation,townhall.com,544-411-0512,0,17,Remarketing, --
Physicians Rehabilitation,facts-about-japan.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,axlegeeks.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,cbslocal.com,544-411-0512,3,9,Knee Remarketing, --
Physicians Rehabilitation,celebtodaynews.com,544-411-0512,0,23,Remarketing, --
Physicians Rehabilitation,homewyse.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,wtop.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,hotjokes.net,544-411-0512,1,3,Remarketing, --
Physicians Rehabilitation,classicalite.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,lesfan.com,544-411-0512,0,195,Knee Remarketing, --
Physicians Rehabilitation,dailymail.co.uk,544-411-0512,0,209,Knee Remarketing, --
Physicians Rehabilitation,foxbusiness.com,544-411-0512,2,3,Knee Remarketing, --
Physicians Rehabilitation,trendingstylist.com,544-411-0512,2,3,Knee Remarketing, --
Physicians Rehabilitation,ultimate-guitar.com,544-411-0512,0,17,Remarketing, --
Physicians Rehabilitation,frontpagemag.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,devour.com,544-411-0512,1,4,Remarketing, --
Physicians Rehabilitation,tunein.com,544-411-0512,0,22,Remarketing, --
Physicians Rehabilitation,southbendtribune.com,544-411-0512,0,37,Remarketing, --
Physicians Rehabilitation,dailymail.co.uk,544-411-0512,1,162,Remarketing, --
Physicians Rehabilitation,astrology.com,544-411-0512,2,9,Remarketing, --
Physicians Rehabilitation,minglebox.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,mobileapp::2-com.roidapp.photogrid,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,9to5toys.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,powerlineblog.com,544-411-0512,2,109,Knee Remarketing, --
Physicians Rehabilitation,pjmedia.com,544-411-0512,2,4,Knee Remarketing, --
Physicians Rehabilitation,scribol.com,544-411-0512,0,17,Knee Remarketing, --
Physicians Rehabilitation,marcoislandflorida.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,drudgereport.com,544-411-0512,0,11,Knee Remarketing, --
Physicians Rehabilitation,slickamericans.com,544-411-0512,0,5,Knee Remarketing, --
Corey Compressor,bradenton.com,627-702-9611,0,73,Remarketing, --
Corey Compressor,apartmentguide.com,627-702-9611,0,11,Remarketing, --
Corey Compressor,loopnet.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,boxrec.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,man-break.com,627-702-9611,1,3,Remarketing, --
Corey Compressor,curvyclover.com,627-702-9611,0,9,Remarketing, --
Corey Compressor,baynews9.com,627-702-9611,0,170,Remarketing, --
Corey Compressor,gphirek.hu,627-702-9611,0,16,Remarketing, --
Corey Compressor,shopfloortalk.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,jamaica-gleaner.com,627-702-9611,0,13,Remarketing, --
Corey Compressor,yahoo.com,627-702-9611,0,319,Remarketing, --
Corey Compressor,jcwhitney.com,627-702-9611,1,9,Remarketing, --
Corey Compressor,dawn.com,627-702-9611,0,52,Remarketing, --
Corey Compressor,jang.com.pk,627-702-9611,0,42,Remarketing, --
Corey Compressor,swifty.com,627-702-9611,0,35,Remarketing, --
Corey Compressor,thewebtrovert.com,627-702-9611,0,13,Remarketing, --
Corey Compressor,distanceentre.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,facebook.com,627-702-9611,1,1,Remarketing, --
Corey Compressor,miamiherald.com,627-702-9611,0,19,Remarketing, --
Corey Compressor,bizjournals.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,mobileapp::2-com.linxmap.gpsspeedometer,627-702-9611,0,10,Remarketing, --
Corey Compressor,udderlypettable.com,627-702-9611,1,36,Remarketing, --
Corey Compressor,pandahi.com,627-702-9611,1,1,Remarketing, --
Corey Compressor,deathandtaxesmag.com,627-702-9611,1,6,Remarketing, --
Corey Compressor,convertir-unites.info,627-702-9611,1,3,Remarketing, --
Corey Compressor,unitconversion.org,627-702-9611,1,1,Remarketing, --
Corey Compressor,definenova.com,627-702-9611,1,3,Remarketing, --
Corey Compressor,insidegov.com,627-702-9611,0,24,Remarketing, --
Corey Compressor,mobileapp::2-kx.music.equalizer.player,627-702-9611,1,1,Remarketing, --
Corey Compressor,mountainbuzz.com,627-702-9611,1,1,Remarketing, --
Corey Compressor,webmd.com,627-702-9611,0,12,Remarketing, --
Corey Compressor,zillow.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,urdupoint.com,627-702-9611,0,28,Remarketing, --
Corey Compressor,hasznaltauto.hu,627-702-9611,0,5,Remarketing, --
Corey Compressor,refugeforums.com,627-702-9611,0,12,Remarketing, --
Corey Compressor,dividend.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,bbc.com,627-702-9611,0,22,Remarketing, --
Corey Compressor,vstudents.org,627-702-9611,0,9,Remarketing, --
Corey Compressor,lovasok.hu,627-702-9611,0,12,Remarketing, --
Corey Compressor,mycokerewards.com,627-702-9611,0,149,Remarketing, --
Corey Compressor,accuweather.com,627-702-9611,1,147,Remarketing, --
Corey Compressor,trackingshipment.net,627-702-9611,2,12,Remarketing, --
Corey Compressor,iboats.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,chinapost-track.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,popularcurrent.com,627-702-9611,0,46,Remarketing, --
Corey Compressor,tractorbynet.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,zorpia.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,worldtimeserver.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,lankadeepanews.info,627-702-9611,0,5,Remarketing, --
Corey Compressor,yelp.com,627-702-9611,0,16,Remarketing, --
Corey Compressor,activebeat.com,627-702-9611,0,9,Remarketing, --
Corey Compressor,o-geepaint.com,627-702-9611,0,17,Remarketing, --
Corey Compressor,mingle2.com,627-702-9611,0,76,Remarketing, --
Corey Compressor,gleems.com,627-702-9611,0,30,Remarketing, --
Corey Compressor,muygenial.com,627-702-9611,1,3,Remarketing, --
Corey Compressor,foxnews.com,627-702-9611,1,159,Remarketing, --
Corey Compressor,dose.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,olx.com.pk,627-702-9611,0,5,Remarketing, --
Corey Compressor,ijreview.com,627-702-9611,0,15,Remarketing, --
Corey Compressor,gossiplankahotnews.com,627-702-9611,0,44,Remarketing, --
Corey Compressor,sekho.com.pk,627-702-9611,1,6,Remarketing, --
Corey Compressor,infolanka.com,627-702-9611,0,14,Remarketing, --
Corey Compressor,proxibid.com,627-702-9611,0,11,Remarketing, --
Corey Compressor,foromecanicos.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,mobileapp::2-com.intellectualflame.ledflashlight.washer,627-702-9611,0,9,Remarketing, --
Corey Compressor,winknews.com,627-702-9611,0,27,Remarketing, --
Corey Compressor,thaibizpost.com,627-702-9611,0,10,Remarketing, --
Corey Compressor,ingatlanbazar.hu,627-702-9611,0,8,Remarketing, --
Corey Compressor,festivals4fun.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,gongchang.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,stuccu.com,627-702-9611,1,1,Remarketing, --
Corey Compressor,businessadvicesource.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,powernationtv.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,dramaboom.com,627-702-9611,0,11,Remarketing, --
Corey Compressor,wunderground.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,interesticle.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,groozila.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,olx.hu,627-702-9611,0,6,Remarketing, --
Corey Compressor,minion143.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,lequotidien.tn,627-702-9611,2,5,Remarketing, --
Corey Compressor,wattan.tv,627-702-9611,0,10,Remarketing, --
Corey Compressor,yalibaba.in,627-702-9611,1,1,Remarketing, --
Corey Compressor,tunoticiapr.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,about.com,627-702-9611,0,51,Remarketing, --
Corey Compressor,express.com.pk,627-702-9611,0,71,Remarketing, --
Corey Compressor,ibox.bg,627-702-9611,0,75,Remarketing, --
Corey Compressor,merchantcircle.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,dummies.com,627-702-9611,0,20,Remarketing, --
Corey Compressor,imgfave.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,sgsapps.com,627-702-9611,0,12,Remarketing, --
Corey Compressor,zamzar.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,medicinenet.com,627-702-9611,0,10,Remarketing, --
Corey Compressor,artfire.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,racingin.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,off-road.com,627-702-9611,0,10,Remarketing, --
Corey Compressor,businessinsider.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,abc-7.com,627-702-9611,0,9,Remarketing, --
Corey Compressor,jamaicaobserver.com,627-702-9611,0,44,Remarketing, --
Corey Compressor,ahmeddedat.net,627-702-9611,1,2,Remarketing, --
Corey Compressor,buzzable.com,627-702-9611,0,15,Remarketing, --
Corey Compressor,usssa.com,627-702-9611,0,14,Remarketing, --
Corey Compressor,quizwow.com,627-702-9611,0,21,Remarketing, --
Corey Compressor,nearbypk.com,627-702-9611,0,15,Remarketing, --
Corey Compressor,nbc-2.com,627-702-9611,0,78,Remarketing, --
Corey Compressor,tire-size-conversion.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,trending.report,627-702-9611,2,79,Remarketing, --
Corey Compressor,mobileapp::1-899067390,627-702-9611,0,29,Remarketing, --
Corey Compressor,uncomo.com,627-702-9611,0,10,Remarketing, --
Corey Compressor,viralands.com,627-702-9611,0,9,Remarketing, --
Corey Compressor,trulia.com,627-702-9611,1,11,Remarketing, --
Corey Compressor,jobdiagnosis.com,627-702-9611,1,2,Remarketing, --
Corey Compressor,teenee.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,timesofisrael.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,gotest.pk,627-702-9611,0,12,Remarketing, --
Corey Compressor,engineeringtoolbox.com,627-702-9611,1,2,Remarketing, --
Corey Compressor,trackingmycontainer.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,minionsonly.com,627-702-9611,0,82,Remarketing, --
Corey Compressor,urbanghostsmedia.com,627-702-9611,1,4,Remarketing, --
Corey Compressor,militaryfactory.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,internationalsteam.co.uk,627-702-9611,0,14,Remarketing, --
Corey Compressor,buzzfudge.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,3g.cn,627-702-9611,0,5,Remarketing, --
Corey Compressor,thoughtcatalog.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,petbreeds.com,627-702-9611,0,18,Remarketing, --
Corey Compressor,clashdaily.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,eastwood.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,rantsports.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,convertunits.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,weather.com,627-702-9611,0,64,Remarketing, --
Corey Compressor,philly.com,627-702-9611,0,135,Remarketing, --
Corey Compressor,mingjingnews.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,youtube.com,627-702-9611,0,31,Remarketing, --
Corey Compressor,insidermonkey.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,flirchi.com,627-702-9611,0,69,Remarketing, --
Corey Compressor,squidtv.net,627-702-9611,0,7,Remarketing, --
Corey Compressor,todayslifestyle.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,yonhapnews.co.kr,627-702-9611,0,7,Remarketing, --
Corey Compressor,viralsmash.org,627-702-9611,1,10,Remarketing, --
Corey Compressor,narod.ru,627-702-9611,0,9,Remarketing, --
Corey Compressor,gretsch-talk.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,manta.com,627-702-9611,0,113,Remarketing, --
Corey Compressor,wjtv.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,euroresidentes.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,health.com,627-702-9611,0,21,Remarketing, --
Corey Compressor,myfoxtampabay.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,elahmad.com,627-702-9611,0,25,Remarketing, --
Corey Compressor,regalcinemas.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,jobchill.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,audiofanzine.com,627-702-9611,1,4,Remarketing, --
Corey Compressor,gmenhq.com,627-702-9611,0,13,Remarketing, --
Corey Compressor,cnn.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,bullsnation.net,627-702-9611,0,8,Remarketing, --
Corey Compressor,finservice.in,627-702-9611,0,5,Remarketing, --
Corey Compressor,wikihow.com,627-702-9611,1,3,Remarketing, --
Corey Compressor,kbb.com,627-702-9611,0,17,Remarketing, --
Corey Compressor,lecker.de,627-702-9611,0,8,Remarketing, --
Corey Compressor,gossiplankanews.com,627-702-9611,0,46,Remarketing, --
Corey Compressor,ab-archive.net,627-702-9611,0,5,Remarketing, --
Corey Compressor,ndtv.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,minionfans.com,627-702-9611,0,14,Remarketing, --
Corey Compressor,sun-sentinel.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,rvbasics.com,627-702-9611,1,2,Remarketing, --
Corey Compressor,nashvillelife.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,wwe.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,hoursguide.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,ebay.com,627-702-9611,0,24,Remarketing, --
Corey Compressor,altervista.org,627-702-9611,0,11,Remarketing, --
Corey Compressor,hotpads.com,627-702-9611,0,7,Remarketing, --
Corey Compressor,dooballsod.com,627-702-9611,1,6,Remarketing, --
Corey Compressor,times-news.com,627-702-9611,0,5,Remarketing, --
Corey Compressor,lowyat.net,627-702-9611,0,20,Remarketing, --
Corey Compressor,clipart.me,627-702-9611,0,6,Remarketing, --
Corey Compressor,heritage-ops.org.uk,627-702-9611,0,20,Remarketing, --
Corey Compressor,travelversed.com,627-702-9611,0,14,Remarketing, --
Corey Compressor,used-excavators.net,627-702-9611,0,6,Remarketing, --
Corey Compressor,penfishingrods.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,machineseeker.com,627-702-9611,2,3,Remarketing, --
Corey Compressor,manualsdir.com,627-702-9611,0,13,Remarketing, --
Corey Compressor,wristtwisters.com,627-702-9611,0,34,Remarketing, --
Corey Compressor,bazos.cz,627-702-9611,0,6,Remarketing, --
Corey Compressor,miniclip.com,627-702-9611,0,18,Remarketing, --
Corey Compressor,answers.com,627-702-9611,3,945,Remarketing, --
Corey Compressor,biblehub.com,627-702-9611,0,6,Remarketing, --
Corey Compressor,firstcoastnews.com,627-702-9611,0,8,Remarketing, --
Corey Compressor,oola.com,627-702-9611,0,79,Remarketing, --
Corey Compressor,guessthe90sanswers.com,627-702-9611,0,29,Remarketing, --
